task,method,seed,stage_idx,lambda,val_regret,val_fairness,val_pred_mse,test_regret,test_fairness,test_pred_mse,stage_wallclock_sec,solver_calls_train,solver_calls_eval,decision_ms_train,decision_ms_eval,nan_or_inf_steps,exploding_steps,avg_grad_norm_combined,grad_norm_min,grad_norm_median,grad_norm_max,avg_cos_dec_pred,avg_cos_dec_fair,avg_cos_pred_fair,weight_norm,device,val_regret_normalized,test_regret_normalized,val_regret_normalized_true,test_regret_normalized_true,val_regret_normalized_pred_obj,test_regret_normalized_pred_obj,val_decision_ms_eval,test_decision_ms_eval,test_decision_ms,test_decision_alloc_gap,test_decision_selection_gap,test_decision_welfare_gap,cumulative_wallclock_sec,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,fpto,33,2,1.0,,,,0.2383381836275217,0.028869951656061207,0.7042646018928943,0.25695534099986617,0,400.0,0.0,1278.416320999895,0,0,3.6772907587865062,1.4129422691249123,3.1373701886146197,9.920235596454814,0.0,0.0,0.12247341631522701,16.36033130293515,cpu,,0.01582641439969946,,0.030863249985225237,,,0.0,1278.416320999895,1278.416320999895,0.21918370848142493,0.15874999999999997,0.06643059905742865,0.7718492549997791,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,33,3,5.0,,,,0.38428470703680373,0.039479586246596816,1.2099657530014263,0.2591756140000143,0,400.0,0.0,1255.4852230000506,0,0,16.7883450412574,7.752329579978269,14.865572436644769,38.50098447413621,0.0,0.0,0.1634356048434411,16.34849902875778,cpu,,0.0258819692716198,,0.049827720518261474,,,0.0,1255.4852230000506,1255.4852230000506,0.27353496388510995,0.15291666666666667,0.09353486929654853,1.0310248689997934,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,44,0,0.0,,,,0.170718036479294,0.13150483909428637,0.5747495172248411,0.25900318200001493,0,400.0,0.0,1231.3411279997126,0,0,2.031853985177483,0.7108556093674395,1.5857706207825402,4.778415236447337,0.0,0.0,0.18968738277094088,16.56625430801544,cpu,,0.011204334271954282,,0.021935696955805342,,,0.0,1231.3411279997126,1231.3411279997126,0.21414197941394114,0.1716666666666667,0.10439461409941586,0.25900318200001493,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,44,1,0.5,,,,0.19057318604654308,0.059046386510986607,0.6236775381007893,0.2570233660003396,0,400.0,0.0,1304.00957799975,0,0,2.538376436601236,0.7723076410106641,2.177079228350005,6.44181703032772,0.0,0.0,0.17674066868807278,16.551951247303023,cpu,,0.01242346540758354,,0.024312720060440766,,,0.0,1304.00957799975,1304.00957799975,0.21529154307868514,0.17083333333333334,0.07832730719911252,0.5160265480003545,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,44,2,1.0,,,,0.21806186045893428,0.06528818630590796,0.7081671806077426,0.258038483999826,0,400.0,0.0,1301.147735000086,0,0,3.564371631131422,1.7198862527872507,3.047248775085956,10.010332685989685,0.0,0.0,0.06739715539402687,16.551160890588367,cpu,,0.014227536397572961,,0.02779952397945175,,,0.0,1301.147735000086,1301.147735000086,0.23035104447562682,0.18458333333333335,0.09169993065511628,0.7740650320001805,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,44,3,5.0,,,,0.40794098670561807,0.057819189282128335,1.3386852818805284,0.25619451900001877,0,400.0,0.0,1254.9780909998844,0,0,18.546223701013435,10.00545108360454,17.930661955574337,33.68253667684177,0.0,0.0,0.07084067616578671,16.539987544972966,cpu,,0.0267166689249342,,0.05143415028261808,,,0.0,1254.9780909998844,1254.9780909998844,0.28261224161615905,0.2058333333333333,0.1339030600619192,1.0302595510001993,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,55,0,0.0,,,,0.17323214569018433,0.007224449660807474,0.6317561748730515,0.25558966100015823,0,400.0,0.0,1305.6225650002489,0,0,1.849850996631805,1.1107257737296177,1.7770327003740558,3.219594505141369,0.0,0.0,0.25283706584152693,16.846436329247123,cpu,,0.011509897846244302,,0.02248907907510792,,,0.0,1305.6225650002489,1305.6225650002489,0.17443830779025932,0.13541666666666666,0.08308323136951201,0.25558966100015823,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,55,1,0.5,,,,0.18627484945845701,0.027021909725193277,0.6652846801953756,0.25464872300017305,0,400.0,0.0,1240.9321650002312,0,0,2.1317899013233834,1.242133122616018,1.9482750556326796,4.11301844082944,0.0,0.0,0.15442598967776056,16.840868811390752,cpu,,0.012369524906911651,,0.02411456298759009,,,0.0,1240.9321650002312,1240.9321650002312,0.15841809642242743,0.13041666666666665,0.060025135110181926,0.5102383840003313,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,55,2,1.0,,,,0.2145686422561784,0.02491595827757295,0.7668350216831756,0.26611943100033386,0,400.0,0.0,1301.7413060001672,0,0,2.7306263506327952,1.2535196417125776,2.551793036603707,5.299616943435833,0.0,0.0,0.16007530786158852,16.85090277773193,cpu,,0.014252235059412968,,0.02769782828365728,,,0.0,1301.7413060001672,1301.7413060001672,0.15906577880686867,0.1425,0.06429669382330228,0.7763578150006651,FPTO,0.5,mild,0.2,0.5,FPTO
md_knapsack,fpto,55,3,5.0,,,,0.4002092275993184,0.03303164874759917,1.3399031547303364,0.2757430770002429,0,400.0,0.0,1265.4174799999964,0,0,10.39404194969983,5.647806334951318,10.043685990863475,17.601809380108012,0.0,0.0,0.09094214903324678,16.856522730861258,cpu,,0.026784517819361805,,0.051463771397634,,,0.0,1265.4174799999964,1265.4174799999964,0.2512211434946321,0.17750000000000002,0.15915597255004,1.052100892000908,FPTO,0.5,mild,0.2,0.5,FPTO
